CUE-026	74.86	78.748	第六题，下列哪一项不是人类最强编导所说的百万爆款的必要条件	frames/cues/cue-026.jpg	SHOT-002
CUE-027	78.748	82.1	这题也是一元秒了吧，直接选d，那么abc都是对的用	frames/cues/cue-027.jpg	SHOT-002
CUE-028	82.11	87.98	户要能看懂理解，成本要低，能够链接足够大的群体和满足调动用户情绪和获得信息的需求	frames/cues/cue-028.jpg	SHOT-002
CUE-029	87.99	91.147	那么第七题下列哪一组完整列出的三种爆款类型	frames/cues/cue-029.jpg	SHOT-002
CUE-030	91.147	96.26	又是对爆款的一种考察，那么很明显就是a万古同杯，惊世骇俗和打破节奏型	frames/cues/cue-030.jpg	SHOT-002
CUE-031	96.27	97.483	那么我们来看第八题	frames/cues/cue-031.jpg	SHOT-002
CUE-032	97.483	100.45	Ai在自媒体创作中较为合适的使用方式是什么？	frames/cues/cue-032.jpg	SHOT-002
CUE-033	100.45	103.821	也是对ai不要做自媒体的这么一个大的话题的一个考察	frames/cues/cue-033.jpg	SHOT-002
CUE-034	103.821	106.25	直接生成全部脚本，直接拍摄直接滚出去	frames/cues/cue-034.jpg	SHOT-002
CUE-035	106.26	108.275	D代替创作者完成对人类的贡献	frames/cues/cue-035.jpg	SHOT-002
CUE-036	108.275	110.002	直接给我滚c补齐知识缺陷	frames/cues/cue-036.jpg	SHOT-002
CUE-037	110.002	114.61	参与通道风暴，正确我们选c，D保证每条内容达到爆款数据直接给我滚	frames/cues/cue-037.jpg	SHOT-002
CUE-038	114.62	116.795	Ok,那么我们这个选择题也是很快的过完了	frames/cues/cue-038.jpg	SHOT-002
CUE-039	116.795	119.95	那么我们来到填空题这里，对我们来的基本功就考察的更加严肃了	frames/cues/cue-039.jpg	SHOT-002
CUE-040	119.96	125.47	那么来看第九题，根据我所说的推流机制中一条内容的主要推流机制，由二十四小时延长到约	frames/cues/cue-040.jpg	SHOT-002
CUE-041	125.48	129.99	啊，送分题就是七天第十题导演扶持计划中的内容类型包括ai短片	frames/cues/cue-041.jpg	SHOT-002
CUE-042	129.99	133.9	什么何为纪录片，人间观察又是一个对平台政策的一个考量	frames/cues/cue-042.jpg	SHOT-002
CUE-043	133.91	135.77	第十一题提醒出六类用户需求	frames/cues/cue-043.jpg	SHOT-002
CUE-044	135.77	138.202	那么刚才选择题我们也说了是审美共鸣	frames/cues/cue-044.jpg	SHOT-002
CUE-045	138.202	141.78	成长，猎奇情绪和解决问题，那么我们就不写了第十二题	frames/cues/cue-045.jpg	SHOT-002
CUE-046	141.79	147.06	投流只负责锦上添花，不负责雪中送炭，是对投流作用的一个考察，那么第十三题	frames/cues/cue-046.jpg	SHOT-002
CUE-047	147.07	148.591	打造vlog中的ip	frames/cues/cue-047.jpg	SHOT-002
CUE-048	148.591	152.85	我提出的四个观察维度，刻板行为作风，个人风格和ip立体度	frames/cues/cue-048.jpg	SHOT-002
CUE-049	152.86	155.274	第十四题考察vlog的两种基本类型	frames/cues/cue-049.jpg	SHOT-002
CUE-050	155.274	159.25	分别是日常型vlog也是软素材和挑战型vlog就是硬素材	frames/cues/cue-050.jpg	SHOT-002
CUE-051	159.26	160.589	日常型的就是你有啥拍啥	frames/cues/cue-051.jpg	SHOT-002
CUE-052	160.589	162.885	挑战型的就是你为了拍这个vlog去干啥	frames/cues/cue-052.jpg	SHOT-002
CUE-053	162.885	164.335	那么下一题爆款的三种类型	frames/cues/cue-053.jpg	SHOT-002
CUE-054	164.335	167.84	也是刚刚我们选择题里面提到的灌骨铜杯，惊世骇俗和节奏打破型	frames/cues/cue-054.jpg	SHOT-002
CUE-055	167.85	169.552	第十六题寻找爆款选题时	frames/cues/cue-055.jpg	SHOT-002
CUE-056	169.552	171.563	要求从自身出发检查三类要素	frames/cues/cue-056.jpg	SHOT-002
CUE-057	171.563	172.801	自己做过或者能做	frames/cues/cue-057.jpg	SHOT-002
CUE-058	172.801	177.6	而大多数人做不到的，自己特别大的优点和缺点和自己极度擅长的事儿	frames/cues/cue-058.jpg	SHOT-002
CUE-059	177.61	181.106	第十七题热点追踪时要判断两个问题，一个是有没有	frames/cues/cue-059.jpg	SHOT-002
CUE-060	181.106	182.322	一个是能不能热点	frames/cues/cue-060.jpg	SHOT-002
CUE-061	182.322	187.34	最好也要根据事实情况来判断能否及时跟进，不然翻车的代价会比这个流量	frames/cues/cue-061.jpg	SHOT-002
CUE-062	187.35	192.99	反噬更大啊，第十八题是文本表达应该达到三个要求，一是能等，二是练字，三是网感	frames/cues/cue-062.jpg	SHOT-002
CUE-063	193	196.697	第十九题自媒体赛道分为两大类，口播和非口播	frames/cues/cue-063.jpg	SHOT-002
CUE-064	196.697	202.86	前者呢包括情感成长厚黑干货，后者包括vlog短片，Aigc微综艺和颜值	frames/cues/cue-064.jpg	SHOT-002
CUE-065	202.87	206.836	那么最后一题，一个爆款系列通常具有三到六个月的生命周期	frames/cues/cue-065.jpg	SHOT-002
CUE-066	206.836	210.51	当系列逐渐疲软时，应进行及时的优化调整或者考虑变现	frames/cues/cue-066.jpg	SHOT-002,SHOT-003
CUE-067	210.52	212.227	那么这一套卷子也是比较基础啊	frames/cues/cue-067.jpg	SHOT-003
CUE-068	212.227	215.275	考到九十分以上的同学可以准备好去拿自媒体的大结果了	frames/cues/cue-068.jpg	SHOT-003
CUE-069	215.275	218.081	那我们今天就到这，我是雷自强编导，我们下期再见	frames/cues/cue-069.jpg	SHOT-003
