100	TARGET-0023	OCR-00062	0.5	小红书
100	TARGET-0023	OCR-00063	0.5	人类最强编导
100	TARGET-0023	OCR-00064	1	第五如果你是个聪明的人
105	TARGET-0024	OCR-00065	0.5	小红书
105	TARGET-0024	OCR-00066	1	人类最强编导
105	TARGET-0024	OCR-00067	1	请不要听信那些所谓养号活跃度系统
110	TARGET-0025	OCR-00068	0.3	小红书
110	TARGET-0025	OCR-00069	0.5	人类最强編导
110	TARGET-0025	OCR-00070	1	你的作品不火
115.5	TARGET-0026	OCR-00071	0.3	小紅书
115.5	TARGET-0026	OCR-00072	0.5	人类最强編导
115.5	TARGET-0026	OCR-00073	1	和你的号没多大关系
117	TARGET-0027	OCR-00074	0.3	小红书
117	TARGET-0027	OCR-00075	1	人类最强编导
117	TARGET-0027	OCR-00076	1	第六亲爱的博主们
121	TARGET-0028	OCR-00077	0.3	小红书
121	TARGET-0028	OCR-00078	0.5	人类最强編导
121	TARGET-0028	OCR-00079	1	自媒体是一份工作
126	TARGET-0029	OCR-00080	0.3	小紅书
126	TARGET-0029	OCR-00081	1	人类最强编导
126	TARGET-0029	OCR-00082	1	高薪非常高薪
132.5	TARGET-0030	OCR-00083	0.3	小紅书
132.5	TARGET-0030	OCR-00084	0.5	人类最强编导
137.5	TARGET-0031	OCR-00085	0.3	小紅书
137.5	TARGET-0031	OCR-00086	1	人类最强编导
137.5	TARGET-0031	OCR-00087	1	请尊重用户
143	TARGET-0032	OCR-00088	0.3	小红书
143	TARGET-0032	OCR-00089	0.5	人类最强编导
143	TARGET-0032	OCR-00090	1	认真去拍摄和剪辑
148.5	TARGET-0033	OCR-00091	0.3	小红书
148.5	TARGET-0033	OCR-00092	1	人类最强编导
148.5	TARGET-0033	OCR-00093	1	能不能不要对自己那么好
150	TARGET-0034	OCR-00094	0.5	小红书
150	TARGET-0034	OCR-00095	0.5	人类最强編导
150	TARGET-0034	OCR-00096	1	第七如果你是个普通
157.5	TARGET-0035	OCR-00097	0.5	小红书
157.5	TARGET-0035	OCR-00098	1	人类最强编导
157.5	TARGET-0035	OCR-00099	1	请认真全力以赴去整活
163	TARGET-0036	OCR-00100	0.5	小红书
163	TARGET-0036	OCR-00101	0.5	人类最强编导
163	TARGET-0036	OCR-00102	1	适当的出卖一些颜面和灵魂
169	TARGET-0037	OCR-00103	0.3	小红书
169	TARGET-0037	OCR-00104	0.5	人类最强編导
169	TARGET-0037	OCR-00105	1	让你的工资翻几倍呢
175.5	TARGET-0038	OCR-00106	0.3	小红书
175.5	TARGET-0038	OCR-00107	1	人类最强编导
178	TARGET-0039	OCR-00108	0.3	小红书
178	TARGET-0039	OCR-00109	0.5	人类最强編导
178	TARGET-0039	OCR-00110	0.5	请不要坚持
182.5	TARGET-0040	OCR-00111	0.3	小红书
182.5	TARGET-0040	OCR-00112	0.5	人类最强编导
182.5	TARGET-0040	OCR-00113	0.5	坚持拉屎呢
185.5	TARGET-0041	OCR-00114	0.3	小红书
185.5	TARGET-0041	OCR-00115	0.5	人类最强編导
185.5	TARGET-0041	OCR-00116	1	只会把你的马桶拉堵
187	TARGET-0042	OCR-00117	0.3	小紅书
187	TARGET-0042	OCR-00118	1	人类最强编导
187	TARGET-0042	OCR-00119	1	第九请放弃享受刷短视频
192	TARGET-0043	OCR-00120	0.3	小红书
192	TARGET-0043	OCR-00121	0.5	人类最强編导
192	TARGET-0043	OCR-00122	1	去享受品鉴刷短视频
196	TARGET-0044	OCR-00123	0.5	小红书
196	TARGET-0044	OCR-00124	1	人类最强编导
196	TARGET-0044	OCR-00125	1	积累BGM热点和剪辑手法
200	TARGET-0045	OCR-00126	0.3	小红书
200	TARGET-0045	OCR-00127	1	人类最强编导
200	TARGET-0045	OCR-00128	1	不要再给擦边视频和帅哥美女点赞了
204	TARGET-0046	OCR-00129	0.5	小红书
204	TARGET-0046	OCR-00130	1	人类最强编导
204	TARGET-0046	OCR-00131	1	请善用你的点赞和收藏
206.5	TARGET-0047	OCR-00132	0.3	小红书
206.5	TARGET-0047	OCR-00133	0.5	人类最强编导
206.5	TARGET-0047	OCR-00134	1	请善用你的点赞和收藏
208	TARGET-0048	OCR-00135	0.3	小红书
208	TARGET-0048	OCR-00136	0.5	人类最强编导
208	TARGET-0048	OCR-00137	1	最后普通人不要全职做自媒体
212.5	TARGET-0049	OCR-00138	0.3	小红书
212.5	TARGET-0049	OCR-00139	0.5	人类最强编导
212.5	TARGET-0049	OCR-00140	1	普通人不要辞职做自媒体
216	TARGET-0050	OCR-00141	0.3	小紅书
216	TARGET-0050	OCR-00142	0.5	人类最强编导
216	TARGET-0050	OCR-00143	1	老板不要妄想用6,000块钱
220	TARGET-0051	OCR-00144	0.3	小红书
220	TARGET-0051	OCR-00145	1	人类最强编导
220	TARGET-0051	OCR-00146	1	他早去做博主了
224	TARGET-0052	OCR-00147	0.3	小红书
224	TARGET-0052	OCR-00148	1	人类最强编导
224	TARGET-0052	OCR-00149	0.5	老板对打工人请好一点吧
225.4	TARGET-0053	OCR-00150	0.3	小红书
225.4	TARGET-0053	OCR-00151	0.5	人类最强編编导
225.4	TARGET-0053	OCR-00152	1	啊
0	TARGET-0054	OCR-00153	0.5	人类最强编导
12.5	TARGET-0055	OCR-00154	0.3	小红书
12.5	TARGET-0055	OCR-00155	0.5	人类最强编导
12.5	TARGET-0055	OCR-00156	1	如果你以一个赚钱的目的去做自媒体
25	TARGET-0056	OCR-00157	0.3	小紅书
25	TARGET-0056	OCR-00158	0.5	人类最强编导
37.5	TARGET-0057	OCR-00159	0.3	小红书
37.5	TARGET-0057	OCR-00160	1	人类最强编导
37.5	TARGET-0057	OCR-00161	1	考虑用户需求以外
50	TARGET-0058	OCR-00162	0.3	小红书
50	TARGET-0058	OCR-00163	1	人类最强编导
50	TARGET-0058	OCR-00164	1	也不要在26年还拍摇花手
62.5	TARGET-0059	OCR-00165	0.3	小紅书
62.5	TARGET-0059	OCR-00166	1	人类最强编导
62.5	TARGET-0059	OCR-00167	1	并且给你屎一样的作品投流
75	TARGET-0060	OCR-00168	0.3	小红书
75	TARGET-0060	OCR-00169	0.5	人类最强编导
75	TARGET-0060	OCR-00170	1	第四如果你是一个商企的老板
87.5	TARGET-0061	OCR-00171	0.3	小紅书
87.5	TARGET-0061	OCR-00172	0.5	人类最强编导
100	TARGET-0062	OCR-00173	0.5	小红书
100	TARGET-0062	OCR-00174	0.5	人类最强编导
100	TARGET-0062	OCR-00175	1	第五如果你是个聪明的人
112.5	TARGET-0063	OCR-00176	0.3	小红书
112.5	TARGET-0063	OCR-00177	0.5	人类最强編导
112.5	TARGET-0063	OCR-00178	1	是因为你的作品是一坨屎
125	TARGET-0064	OCR-00179	0.3	小紅书
125	TARGET-0064	OCR-00180	1	人类最强编导
125	TARGET-0064	OCR-00181	1	高薪非常高薪
137.5	TARGET-0065	OCR-00182	0.3	小紅书
137.5	TARGET-0065	OCR-00183	1	人类最强编导
137.5	TARGET-0065	OCR-00184	1	请尊重用户
150	TARGET-0066	OCR-00185	0.5	小红书
150	TARGET-0066	OCR-00186	0.5	人类最强編导
150	TARGET-0066	OCR-00187	1	第七如果你是个普通
162.5	TARGET-0067	OCR-00188	0.5	小红书
162.5	TARGET-0067	OCR-00189	0.5	人类最强編导
162.5	TARGET-0067	OCR-00190	1	适当的出卖一些颜面和灵魂
175	TARGET-0068	OCR-00191	0.3	小红书
175	TARGET-0068	OCR-00192	1	人类最强编导
175	TARGET-0068	OCR-00193	1	不是日积月累
187.5	TARGET-0069	OCR-00194	0.3	小红书
187.5	TARGET-0069	OCR-00195	0.5	人类最强编导
187.5	TARGET-0069	OCR-00196	1	第九请放弃享受刷短视频
200	TARGET-0070	OCR-00197	0.3	小红书
200	TARGET-0070	OCR-00198	1	人类最强编导
200	TARGET-0070	OCR-00199	1	不要再给擦边视频和帅哥美女点赞了
212.5	TARGET-0071	OCR-00200	0.3	小红书
212.5	TARGET-0071	OCR-00201	0.5	人类最强编导
212.5	TARGET-0071	OCR-00202	1	普通人不要辞职做自媒体
225	TARGET-0072	OCR-00203	0.3	小红书
225	TARGET-0072	OCR-00204	0.5	人类最强编导
225.547	TARGET-0073	OCR-00205	0.3	小红书
225.547	TARGET-0073	OCR-00206	0.5	人类最强编导
225.547	TARGET-0073	OCR-00207	1	啊
